Daily Averages - OZONE Time Range: 18/07/2011 00:00 to 19/07/2022 00:00,,,,,
Initial Data,RANDWICK OZONE 1h average,ROZELLE OZONE 1h average,NEWCASTLE OZONE 1h average,WOLLONGONG OZONE 1h average,RICHMOND OZONE 1h average
Date,RANDWICK OZONE 24h average [pphm],ROZELLE OZONE 24h average [pphm],NEWCASTLE OZONE 24h average [pphm],WOLLONGONG OZONE 24h average [pphm],RICHMOND OZONE 24h average [pphm]
03/12/2017,3.2,2.8,2.7,3.3,2.4
04/12/2017,,1.5,2.3,1.9,1.6
05/12/2017,2.1,1.9,2.3,2.3,2.1
06/12/2017,2,,2,,1.9
07/12/2017,3.5,,2.6,,2.4
08/12/2017,2.3,2.1,2.8,,2.4
09/12/2017,2.4,1.8,2.1,,2.4
10/12/2017,2,1.6,1.9,,2.1
11/12/2017,2.1,1.5,2.1,,2.3
12/12/2017,2.1,1.6,1.5,,
13/12/2017,2.1,1.8,1.6,1.6,3.4
14/12/2017,3.2,2.2,2.6,3,3.3
15/12/2017,2.1,1.5,2.3,1.6,2.8
16/12/2017,2.1,1.7,1.6,2.3,2.9
17/12/2017,2.3,1.7,1.8,2.2,2.5
18/12/2017,2,1.1,1.5,2.1,3.3
19/12/2017,3.7,2.9,3,3.5,3
20/12/2017,3.4,2.5,3,2.5,2.6
21/12/2017,2.3,1.7,2.9,,1.5
22/12/2017,2.7,1.7,2.8,2,2.4
23/12/2017,2.9,2.2,2.3,2.7,2.9
24/12/2017,3.5,2.9,3.4,2.9,3.1
25/12/2017,2.2,1.8,2.1,1.8,1.8
26/12/2017,2.2,1.7,2.2,2.1,1.5
27/12/2017,2.2,1.7,2,1.7,1.8
28/12/2017,2.2,1.6,2.1,2.1,2.5
29/12/2017,2.5,1.8,1.9,1.8,3.6
30/12/2017,3.3,2.9,2.8,3.1,2.9
31/12/2017,2.1,1.7,2,2,2.2
01/01/2018,2.8,2.5,2.7,1.7,2.6
02/01/2018,2.8,2.1,3.2,2.3,2.3
03/01/2018,2.5,2,2.6,2.1,2.3
04/01/2018,1.6,1.4,2,1.6,2
05/01/2018,1.8,1.3,1.7,1.8,2.5
06/01/2018,2.3,2,1.8,1.9,3.4
07/01/2018,3.7,3.5,3.1,2.5,3.5
08/01/2018,3.1,2.4,3.3,2.5,3.6
09/01/2018,3.3,2.9,2.4,3.2,2.7
10/01/2018,2.4,1.8,2.3,1.7,1.7
11/01/2018,2,1.3,2.3,1.6,2
12/01/2018,2.3,1.7,2.1,1.9,2.7
13/01/2018,2.7,2.3,2.7,2.4,2.5
14/01/2018,2,1.8,2,1.9,1.8
15/01/2018,1.9,1.6,1.9,1.4,1.7
16/01/2018,2.1,1.8,2.1,1.5,2
17/01/2018,1.7,1.4,1.7,1.7,2
18/01/2018,1.8,1.3,1.7,2,2.5
19/01/2018,1.5,1.1,1.3,1.9,3.3
20/01/2018,1.6,1.1,1.5,1.9,2.8
21/01/2018,1.5,1.1,1.2,1.5,2.6
22/01/2018,2,1.4,1.3,1.7,3.5
23/01/2018,1.7,1,1.6,1.5,1.3
24/01/2018,,1.2,1.4,1.6,3.1
25/01/2018,1.6,0.7,1.1,1.1,1.4
26/01/2018,1.6,0.7,1.1,1.1,2.3
27/01/2018,1.7,0.9,1.1,1,2
28/01/2018,1.9,1.1,1.3,1.1,1.3
29/01/2018,2.1,1.5,1.7,1.7,2
30/01/2018,1.9,1.5,1.3,1.9,2.5
31/01/2018,,1.6,2,1.7,1.8
01/02/2018,1.7,1.4,1.9,1.6,1.8
02/02/2018,1.4,0.8,1.3,1.5,1.3
03/02/2018,1.3,0.7,1.3,1.2,1
04/02/2018,1.1,0.5,1.2,1.2,1.1
05/02/2018,1.1,0.6,0.8,1.2,1.4
06/02/2018,1.4,0.7,,1.3,1.4
07/02/2018,1.7,1.1,1.4,1.5,1.6
08/02/2018,1.8,,1.3,1.8,1.8
09/02/2018,2.2,1.6,1.6,1.3,3
10/02/2018,2.5,1.8,2.5,2.1,3
11/02/2018,2.7,2.3,2.6,2.7,2.6
12/02/2018,2.8,1.4,2.8,2.3,2.8
13/02/2018,2.8,1.7,2.7,2.1,2.4
14/02/2018,3.4,2.6,2.8,2.6,2.3
15/02/2018,2.6,,2.3,2.5,2.6
16/02/2018,2.4,,2.5,2.1,2.6
17/02/2018,2.3,,2.3,1.9,2.4
18/02/2018,2.3,,1.9,1.8,2.3
19/02/2018,2.3,,1.9,1.6,1.9
20/02/2018,2.2,,2.1,1.8,1.5
21/02/2018,2,,2.1,1.6,1.7
22/02/2018,1.6,,1.5,1.7,1.5
23/02/2018,2,,1.7,1.9,1.8
24/02/2018,1.8,,1,1.9,
25/02/2018,2.1,,,1.5,
26/02/2018,2.2,,1.9,1.5,
27/02/2018,1.7,,1.6,1.4,1.7
28/02/2018,2.4,,1.3,2.3,
01/03/2018,2.9,,2.5,2.3,
02/03/2018,2.2,,2.1,1.8,2.3
03/03/2018,2.2,,1.8,2.2,2.4
04/03/2018,1.7,,1.6,1.7,1.9
05/03/2018,2.2,,1.9,1.2,1.3
06/03/2018,2.3,,2.2,1.8,1.7
07/03/2018,2.1,,1.9,1.7,1.4
08/03/2018,2,,1.8,1.3,1.3
09/03/2018,1.6,,1.6,0.9,1.2
10/03/2018,1.8,,1.8,1.1,1.3
11/03/2018,1.8,,1.4,1.9,1.9
12/03/2018,2.1,,1.8,1.6,2.4
13/03/2018,2.2,,1.8,1.2,1.2
14/03/2018,1.8,,,1.6,1.7
15/03/2018,3,,,2,2.5
16/03/2018,2.6,,2.6,1.7,2.4
17/03/2018,3.3,,2.3,2.9,2.8
18/03/2018,2.8,,2.5,3.5,2.4
19/03/2018,3.1,,2.6,2.8,2.9
20/03/2018,2.5,,2.5,1.7,2.1
21/03/2018,2.6,,2.3,1.9,1.7
22/03/2018,2.8,,2.6,2.6,1.9
23/03/2018,2.2,,2.1,1.8,1.3
24/03/2018,1.4,,1.2,1.9,1.1
25/03/2018,2,,1.4,2.3,1.5
26/03/2018,2.1,,1.9,2.2,2.1
27/03/2018,1.8,,2,1.5,1.8
28/03/2018,1.9,,2,2,2.1
29/03/2018,2,,1.5,1.7,2.2
30/03/2018,2.8,,1.3,,2.6
31/03/2018,2.6,,2.7,,2.9
01/04/2018,2.2,,1.2,,2
02/04/2018,3.2,,2.2,,2.8
03/04/2018,2.6,,2.4,,1.8
04/04/2018,2,,2.3,1.6,1.9
05/04/2018,1.6,,1.1,1.7,1.6
06/04/2018,3,,1.3,2.8,2.3
07/04/2018,2.7,,,2.4,1.7
08/04/2018,2.9,,,2,2.2
09/04/2018,,,,2.7,2.3
10/04/2018,2.2,,2.2,1.8,1.9
11/04/2018,2.2,,1.8,2,1.5
12/04/2018,2.4,,1.5,2.3,2
13/04/2018,2.3,,1.5,2.6,2.4
14/04/2018,2.8,,2.4,3.2,3.2
15/04/2018,2.2,,2,2.5,2.5
16/04/2018,1.8,,1.5,1.8,1.9
17/04/2018,1.9,,2.1,1.8,
18/04/2018,2.7,,2.5,1.6,2
19/04/2018,1.4,,1.5,1.8,1
20/04/2018,2.3,,2.1,2,2.1
21/04/2018,3.4,,3,2.5,2.6
22/04/2018,2.2,,2,1.8,2.2
23/04/2018,1.6,,1.4,1.2,1.7
24/04/2018,1.5,,1.9,1.3,1.9
25/04/2018,1.5,,1.7,1.2,1.3
26/04/2018,2,,1.9,1.5,1.7
27/04/2018,2.6,,2.5,2.2,2.3
28/04/2018,1.9,,2.2,1.8,1.9
29/04/2018,2.1,,1.7,1.9,1.7
30/04/2018,1.3,,1.5,1.4,1.1
01/05/2018,1.4,,1.4,1.1,1
02/05/2018,0.8,,0.5,1,0.6
03/05/2018,1.3,,0.8,1.1,1.1
04/05/2018,2.2,,1.3,2.3,2.2
05/05/2018,1.6,,1.4,1.9,1.6
06/05/2018,2,,1.4,1.2,1.6
07/05/2018,1.6,,1,1.7,1.5
08/05/2018,0.8,,0.4,0.8,1.2
09/05/2018,1.3,,1,1.4,1.4
10/05/2018,1.6,,1.1,2,1.6
11/05/2018,2,,2.1,2.4,2.2
12/05/2018,1.8,,2,2.5,2.5
13/05/2018,2.4,,2.1,2.7,2.7
14/05/2018,2.2,,2.2,2.2,2.3
15/05/2018,1.7,,2,1.7,1.3
16/05/2018,2.1,,2.2,1.7,1.4
17/05/2018,1.2,,1.4,1,1.2
18/05/2018,1.1,,1.2,1.9,1.1
19/05/2018,1.2,,1,1.5,1.3
20/05/2018,1.5,,1,2.2,1.5
21/05/2018,1.3,,1.2,2.2,1.4
22/05/2018,1.1,,1.1,2,1.4
23/05/2018,1.5,,0.8,1.1,
24/05/2018,1.6,,1.4,1.2,
25/05/2018,2.3,,2.4,1.4,1.7
26/05/2018,1.5,,1.4,1.4,1.1
27/05/2018,1.6,,1,1.9,1
28/05/2018,0.8,,0.3,1.1,1.2
29/05/2018,,,0.5,1.3,1.2
30/05/2018,,,1.5,1.9,1.4
31/05/2018,2,2,1.9,2.4,1.5
01/06/2018,2.4,2.3,1.9,2.5,2.5
02/06/2018,2.4,2.5,2.1,2.5,2.7
03/06/2018,2.4,2.5,2.3,2.4,2.6
04/06/2018,1.9,1.5,2.2,1.7,1.6
05/06/2018,1.5,1.1,1.7,1.8,1.5
06/06/2018,1.4,0.6,1.5,1,1.2
07/06/2018,1.3,0.9,1.7,1.2,0.6
08/06/2018,0.7,0.4,0.2,1.5,0.2
09/06/2018,0.8,0.9,0.4,1.4,0.9
10/06/2018,1.8,1.6,1.8,2.1,1.7
11/06/2018,2,1.7,1.6,2,2
12/06/2018,0.5,0.5,0.3,0.8,0.5
13/06/2018,0.7,1,0.9,1.4,1.6
14/06/2018,1.2,1.7,0.9,1.7,1.5
15/06/2018,2.1,2.4,1.8,2,2.5
16/06/2018,2.1,2.4,2.2,2.6,2.7
17/06/2018,2.2,2.6,2.5,2.5,2.6
18/06/2018,2.4,2.3,1.8,2.4,2.6
19/06/2018,2.5,2.2,2.1,2.3,2.6
20/06/2018,2.8,1.7,2.4,1.8,2
21/06/2018,0.8,0.4,1,1.2,0.7
22/06/2018,0.7,0.6,0.2,0.9,0.7
23/06/2018,0.8,0.8,0.6,1.6,0.9
24/06/2018,1.9,1.6,1.9,1.2,1.2
25/06/2018,1.1,0.8,1,1.2,0.9
26/06/2018,1,0.7,1.2,1.1,0.8
27/06/2018,1.2,0.7,1.2,0.7,0.6
28/06/2018,1.2,1,0.9,1.4,0.7
29/06/2018,0.7,1,1,1.5,1.1
30/06/2018,1.4,1.6,1,1.8,1.7
01/07/2018,2.1,1.3,0.8,1.9,1.3
02/07/2018,1.4,0.9,2.8,1.4,1.5
03/07/2018,0.7,0.5,1.3,1.2,0.6
04/07/2018,1.3,0.9,0.8,1.5,0.8
05/07/2018,0.9,1,0.3,0.9,0.9
06/07/2018,2,2.5,1.4,1.8,2.2
07/07/2018,2.3,2.7,2.1,2.9,2.8
08/07/2018,2.4,2.6,2.1,2.6,2.6
09/07/2018,1.7,1.6,1.9,1.8,1.2
10/07/2018,1.1,0.9,1.1,1.3,0.9
11/07/2018,1.4,0.9,0.9,1.2,0.8
12/07/2018,1,0.9,0.6,1.2,1.4
13/07/2018,1.3,1.5,1.2,2.2,1.6
14/07/2018,,1.3,1.1,1.7,1.1
15/07/2018,,1.1,1,2.1,1.5
16/07/2018,,1.1,1.3,1.9,1.6
17/07/2018,1.9,2.3,1.2,1.6,2.2
18/07/2018,1.4,1.3,1,,2.3
19/07/2018,1,0.7,0.7,,1.5
20/07/2018,2.4,2.5,1.6,2.7,2.4
21/07/2018,2.4,2,1.4,2.6,2.3
22/07/2018,2.1,2,1.3,1.8,1.3
23/07/2018,1.5,1.5,0.8,1.5,1.8
24/07/2018,1.9,2.4,1.2,1.5,2.3
25/07/2018,1.3,1.5,1.3,2,2.1
26/07/2018,1.3,0.9,1.2,1.9,1.5
27/07/2018,1,0.9,1.2,1.7,1.4
28/07/2018,1.5,1.1,1.1,1.7,1.3
29/07/2018,2.6,2.5,1.4,2.4,2.6
30/07/2018,2.1,2,2.1,2.9,3
31/07/2018,1.4,1.7,1.7,1.9,2
01/08/2018,1.7,1.9,1.8,1.6,1.9
02/08/2018,1.8,1.3,2.4,2.1,1.2
03/08/2018,2.2,2,1.3,2.9,2.2
04/08/2018,2,2.2,1.9,2.8,2.7
05/08/2018,1.9,1.8,1.1,1.9,1.5
06/08/2018,1.7,1.9,0.9,2.7,1.8
07/08/2018,2.2,2.6,2,2.9,2.7
08/08/2018,1.7,2.1,1.2,2,1.8
09/08/2018,1.8,1.2,1.4,1.9,1.5
10/08/2018,1.6,1.4,1,1.6,1.6
11/08/2018,3.1,3.1,1.5,3.1,2.5
12/08/2018,2.7,3,2.7,2.9,2.9
13/08/2018,2.1,2.2,1.5,2.8,2
14/08/2018,1.5,1.1,1.4,2.8,1.9
15/08/2018,2.2,2.6,2.2,2.6,2.9
16/08/2018,2,2.3,2.3,2.2,2.8
17/08/2018,1.5,1.8,1.5,2.3,2
18/08/2018,2.1,2.3,1.9,2.7,2.2
19/08/2018,2.9,2.8,2.8,3,3.1
20/08/2018,2.3,2.1,2.2,2.7,2.7
21/08/2018,2.1,1.9,2,2.9,2.5
22/08/2018,2.3,1.6,2.3,2.4,1.9
23/08/2018,2,1.8,2,2.2,1.8
24/08/2018,2.5,1.6,1.8,1.6,1.8
25/08/2018,2,1.4,2.4,1.8,1.2
26/08/2018,1,1,1.2,1.5,1.1
27/08/2018,3.2,2.6,2.6,2.3,2
28/08/2018,2.1,1.9,2.1,2.2,2
29/08/2018,1.4,1.3,1.4,1.6,1.3
30/08/2018,2.1,1.2,1.8,2,1.7
31/08/2018,1.6,1.4,2,2.4,1.8
01/09/2018,2.5,2.5,2.2,2.5,2.8
02/09/2018,2.9,2.5,2.5,2.3,2.3
03/09/2018,2.8,1.4,2.5,2,2.3
04/09/2018,3.3,1.9,2.3,1.8,2.2
05/09/2018,2.3,1.2,2.3,1.4,1.3
06/09/2018,1.9,1.7,1.8,1.8,0.8
07/09/2018,2,1.8,0.9,2,2
08/09/2018,2.4,2.2,2.4,1.9,1.9
09/09/2018,2,2.1,1.7,2.9,1.9
10/09/2018,2.3,1.5,1.5,1.9,1.8
11/09/2018,2,1.8,1.5,1.8,1.8
12/09/2018,2.8,2.2,1.5,2.2,2
13/09/2018,2.8,2.3,2.8,1.9,2.1
14/09/2018,2.6,1.9,2.1,1.9,1.9
15/09/2018,2.2,2.2,1.5,2.4,2.2
16/09/2018,2.8,2.8,2.8,2.7,2.7
17/09/2018,2.2,2.1,2.5,2.2,2.2
18/09/2018,2.4,2,,,2.3
19/09/2018,2.2,2.1,,2.3,2.3
20/09/2018,2.1,1.8,2.2,2.1,2.1
21/09/2018,2.2,1.8,1.8,1.8,1.9
22/09/2018,2.1,1.6,1.6,1.7,2.3
23/09/2018,3.4,3,2.8,2.5,2.7
24/09/2018,3,2.5,2.8,2.4,2.5
25/09/2018,2.4,2,2.5,2.1,2.3
26/09/2018,1.3,1.1,1.6,1.9,1.5
27/09/2018,1.9,1.7,1.8,2,1.7
28/09/2018,2.1,2.2,1.5,2.4,2.1
29/09/2018,2.8,2.6,3,2.2,2.4
30/09/2018,2.7,2.1,2.5,2.3,2.3
01/10/2018,2.2,2.1,1.8,2.3,1.9
02/10/2018,2.4,1.8,1.8,2,2.1
03/10/2018,2.1,1.7,1.6,1.9,1.6
04/10/2018,2.3,1.8,2.9,1.6,1.6
05/10/2018,3,2.5,2.9,2.3,2.6
06/10/2018,3,2.8,2.9,2.7,2.8
07/10/2018,2.2,2.2,2,2.7,2.4
08/10/2018,1.9,1.9,1.9,1.8,2.3
09/10/2018,2.1,1.5,1.8,2.2,2
10/10/2018,3,2.6,2.8,2.1,2.4
11/10/2018,2.8,,2.9,2.3,2.2
12/10/2018,3,1.9,2.9,2.5,2.2
13/10/2018,2.2,1.6,2.6,2.5,2
14/10/2018,3,2.6,2.6,3.1,2.3
15/10/2018,2.1,1.6,2.3,1.9,1.8
16/10/2018,2.8,2.6,2.5,2.6,2
17/10/2018,2.5,2,1.9,2.4,2.1
18/10/2018,2,1.5,1.6,2.4,2.3
19/10/2018,2.2,2.1,1.8,2.2,2.5
20/10/2018,2.6,2,2,2.1,2.6
21/10/2018,2.8,2.7,2.5,2.3,2.5
22/10/2018,2.5,2.1,2.4,2.1,2.5
23/10/2018,2.5,2,1.8,2.3,2.5
24/10/2018,2.8,2.7,2.5,2.3,2.4
25/10/2018,2.5,2.2,2.6,2.2,2.2
26/10/2018,2.7,2.4,2.3,2.5,2.4
27/10/2018,2.9,2.8,2.5,2.9,3.4
28/10/2018,2.9,2.7,2.7,2.5,2.7
29/10/2018,2.8,2.3,2.5,2.4,2.4
30/10/2018,2.4,2,1.9,2.5,2.5
31/10/2018,,2.8,3.2,2.6,3.2
01/11/2018,3.1,2.7,2.9,2.6,3.4
02/11/2018,3.7,3.6,3.3,4.3,3.7
03/11/2018,3.5,3.4,3.7,3.3,3.5
04/11/2018,3.1,2.8,2.7,2.9,2.8
05/11/2018,2.3,1.4,1.5,1.9,2.9
06/11/2018,2.4,1.8,1.7,2.8,3.4
07/11/2018,2.5,1.7,1.8,2.3,2.4
08/11/2018,2.3,2.2,2.2,2.2,
09/11/2018,2.1,1.8,1.9,2.1,1.6
10/11/2018,2.5,2.3,2.4,2.2,2.3
11/11/2018,2.5,2.4,2.6,2.6,2.7
12/11/2018,2.4,2,2.4,2.2,2.5
13/11/2018,2.5,2.3,,2,2.1
14/11/2018,1.4,0.9,1.3,0.7,0.7
15/11/2018,2.3,1.9,2.1,1.3,1.7
16/11/2018,1.9,1.7,1.9,1.4,1.4
17/11/2018,2,1.7,2.1,1.6,1.6
18/11/2018,2.5,2.3,2.4,2.2,1.9
19/11/2018,1.9,1.5,2.1,1.9,1.7
20/11/2018,,1.8,2,,2.3
21/11/2018,2.7,,2.4,2.9,3.2
22/11/2018,2.3,2.3,2.3,2.4,2.1
23/11/2018,2.1,2.2,2.2,2.4,2.2
24/11/2018,2.2,1.9,2.2,1.9,2.3
25/11/2018,1.9,2,2.2,1.8,2.2
26/11/2018,2,2,2,1.9,2
27/11/2018,2.1,1.6,1.8,1.9,2.1
28/11/2018,2.6,2.1,2.7,2.1,2.2
29/11/2018,1.7,1.6,1.6,1.6,1.8
30/11/2018,1.7,1.3,1.8,1.5,1.9
01/12/2018,2.4,2.1,2,2.1,2.6
02/12/2018,2.5,2.4,2.5,2.5,2.2
03/12/2018,2.6,2.4,2.4,2.4,2.1
04/12/2018,1.9,1.5,1.8,1.9,1.8
05/12/2018,2.2,1.5,2,1.6,1.2
06/12/2018,1.8,1.5,1.7,1.5,1.7
07/12/2018,2,1.9,1.8,2,1.7
08/12/2018,2.2,1.8,1.7,1.9,2.2
09/12/2018,2,1.6,1.8,1.9,3
10/12/2018,2.2,1.8,1.5,1.9,2.9
11/12/2018,2.5,2.1,2.4,1.9,2.3
12/12/2018,1.9,1.4,1.8,1.6,1.4
13/12/2018,2.3,2.2,1.9,1.9,2.4
14/12/2018,2.7,1.6,2.5,2.1,2.1
15/12/2018,1.9,1.6,1.1,2.3,2.7
16/12/2018,1.7,1.8,1.3,2.1,2.5
17/12/2018,2.8,2.2,2,2.5,3.3
18/12/2018,3,2.9,2.4,2.3,2.8
19/12/2018,2,1.4,2.2,1.9,2
20/12/2018,2.9,2.4,2.7,2.7,
21/12/2018,2.1,1.9,2.1,1.4,1.7
22/12/2018,1.9,1.7,1.9,1.7,1.6
23/12/2018,1.6,1.5,1.5,1.5,1.7
24/12/2018,1.7,1.5,1.3,1.9,1.7
25/12/2018,1.7,2,1.4,1.7,2.6
26/12/2018,2,2,1.5,1.9,3.5
27/12/2018,2.2,1.9,1.8,2.1,3.4
28/12/2018,2.5,2.2,1.9,2.8,4
29/12/2018,2.7,2.8,2.5,2.9,3.7
30/12/2018,3.3,3,2.5,3,4.4
31/12/2018,3,3.6,2.4,2.9,4.1
01/01/2019,4.4,4.1,3.2,5.4,3.9
02/01/2019,2.8,2.5,1.7,3,3.6
03/01/2019,1.9,1.8,1.7,1.7,2.9
04/01/2019,1.9,1.7,1.5,1.8,3.5
05/01/2019,2.6,2.5,2.6,2.1,3
06/01/2019,2,1.8,2,1.8,1.6
07/01/2019,1.9,1.2,1.8,1.6,1.2
08/01/2019,2,1.9,1.4,2.2,2
09/01/2019,2.3,2.3,3,1.9,2.7
10/01/2019,1.5,1.3,1.5,1.1,1.2
11/01/2019,1.3,1.2,1.4,1.6,1.5
12/01/2019,2.2,2.3,1.5,3.1,3
13/01/2019,2.5,2.5,2.1,1.8,2.9
14/01/2019,1.9,1.6,1.8,1.8,2.3
15/01/2019,1.8,1.7,1.5,1.7,3.6
16/01/2019,2.3,2,2.2,2,5
17/01/2019,2.1,1.9,1.8,2.6,3.7
18/01/2019,3.1,3.3,2.1,3,3.9
19/01/2019,2.1,2.2,2.3,1.4,2.4
20/01/2019,1.9,1.6,1.7,1.9,1.8
21/01/2019,2.4,1.6,2.1,2,2.4
22/01/2019,2.5,2.6,1.7,,3.2
23/01/2019,1.8,1.7,2.4,1.7,2.2
24/01/2019,1.7,1.5,1.8,1.7,1.9
25/01/2019,2,1.9,1.5,2.6,2.8
26/01/2019,2.7,2.9,2.8,2.3,3.9
27/01/2019,2.9,3,2.6,2.1,3.3
28/01/2019,2.5,2.2,1.8,2.2,2.3
29/01/2019,1.8,1.9,1.4,1.9,2.8
30/01/2019,1.8,1.3,1.3,1.7,3.3
31/01/2019,2.5,2.4,2.1,2.4,2.6
01/02/2019,2,1.4,1.9,1.6,1.5
02/02/2019,1.6,0.9,1.5,1.7,1
03/02/2019,1.4,1.2,1.1,1.5,1.6
04/02/2019,2.1,1.4,1.2,1.8,3.3
05/02/2019,2.4,1.9,1.5,2.3,2.5
06/02/2019,1.4,1.1,1.1,1.3,1.4
07/02/2019,1.4,1.3,1.1,1.3,1.6
08/02/2019,2.2,,1.7,2.2,2.3
09/02/2019,3.3,,3.2,2.9,3.1
10/02/2019,2.1,,2.6,1.7,2.4
11/02/2019,2.2,,2.2,2.2,2.9
12/02/2019,2.4,2.2,2,2.9,2.3
13/02/2019,2.4,2.2,2.1,2.2,2.5
14/02/2019,2,1.6,2.1,1.9,2.3
15/02/2019,1.9,1.5,1.8,2.1,1.7
16/02/2019,1.7,1.6,1.8,2.3,1.7
17/02/2019,1.6,1.6,1.4,2,2.4
18/02/2019,1.8,1.5,1.5,1.5,3.5
19/02/2019,2,1.9,1.9,1.9,2.9
20/02/2019,2.1,1.7,1.4,1.5,1.6
21/02/2019,2.3,1.8,2.4,1.7,1.4
22/02/2019,1.6,1.4,1.9,1.6,1.5
23/02/2019,1.7,1.6,1.9,1.8,1.7
24/02/2019,2.1,1.9,2.1,1.8,1.7
25/02/2019,2,1.3,1.9,1.6,1.6
26/02/2019,1.7,1.6,1.5,1.9,1.4
27/02/2019,1.9,1.6,1.4,1.4,1.6
28/02/2019,1.5,1.6,,1.7,1.8
01/03/2019,1.7,1.3,1.3,1.9,1.7
02/03/2019,1.6,1.5,1.5,1.9,1.5
03/03/2019,1.6,1.6,1.6,1.8,1.6
04/03/2019,1.7,1.4,1.4,1.4,2.1
05/03/2019,1.8,1.5,1.3,1.3,2.4
06/03/2019,2.1,1.9,1.4,1.9,2.1
07/03/2019,2.4,2,1.4,2.1,2
08/03/2019,2.1,1.8,1.6,2.2,2.1
09/03/2019,2.4,2.2,1.6,2.3,1.5
10/03/2019,2.4,2.3,2,2.7,2
11/03/2019,2.9,2.9,2.9,3.2,2.9
12/03/2019,3.3,3,3.5,2.9,2.5
13/03/2019,2.6,1.8,2.6,1.5,1.4
14/03/2019,2.8,2.4,2.3,1.7,2
15/03/2019,2.1,1.7,2.4,2.2,1.6
16/03/2019,2.4,1.9,1.7,2,1.5
17/03/2019,1.4,1.4,1.2,1.8,
18/03/2019,1.5,1.3,1.2,1.9,
19/03/2019,2.1,1.8,2.3,2,1.7
20/03/2019,1.4,1.2,2,1.2,1.4
21/03/2019,1,0.9,1.2,1.3,1
22/03/2019,0.8,0.8,1.3,1,1.3
23/03/2019,2.4,2.2,2.4,2.2,2.2
24/03/2019,2.8,2.4,3.2,2.7,2.4
25/03/2019,1.8,2.1,1.7,2.7,2
26/03/2019,2.5,2.3,2.4,2.1,2.2
27/03/2019,1.9,1.2,2.4,1.6,1.3
28/03/2019,1.8,1.6,1.5,2,1.7
29/03/2019,2,1.7,1.7,2.4,1.6
30/03/2019,2.1,2.2,2.1,2.2,2.1
31/03/2019,1.7,1.8,1.9,2.1,1.8
01/04/2019,1.6,1.4,1.3,1.2,1.3
02/04/2019,1.7,1,1.4,1.4,1.3
03/04/2019,1.4,1.3,1.1,1.5,1.2
04/04/2019,1.8,1.3,1.5,1.3,1.3
05/04/2019,1.8,0.9,1.8,1.7,1.3
06/04/2019,2,1.8,1.4,2,1.2
07/04/2019,2.5,2.1,1.8,1.9,1.8
08/04/2019,1.3,1.2,1.3,1.5,1.6
09/04/2019,1.7,1.6,2,1.9,1.8
10/04/2019,2.4,1.6,2.2,1.8,1.7
11/04/2019,1.3,0.8,2,1.8,1
12/04/2019,1.5,0.9,1.4,1.9,1.3
13/04/2019,2.5,2.1,1.3,2.3,2.1
14/04/2019,2.4,1.9,2.4,3.1,2.2
15/04/2019,1.7,1.2,2.4,2,1.5
16/04/2019,1.6,1,1.7,1.5,1.2
17/04/2019,1.2,0.8,1.3,1.4,1.2
18/04/2019,1.6,1.3,1.1,2.1,1.3
19/04/2019,2.2,1.5,1.7,1.8,1.9
20/04/2019,1.6,1.4,1.4,1.5,1.4
21/04/2019,1.6,1.4,1.7,1.5,1.1
22/04/2019,1.9,1.6,1.6,1.4,1.2
23/04/2019,1.9,1.3,1.5,1.3,1.1
24/04/2019,1.8,1.3,1.3,1.5,1.1
25/04/2019,2.1,2.1,1.2,1.6,1.6
26/04/2019,1.8,2,1.7,2.6,1.8
27/04/2019,2,1.9,1.6,2,1.8
28/04/2019,1.6,1.4,1.7,1.8,1.5
29/04/2019,1.6,0.8,1.6,1.2,1.4
30/04/2019,1.5,1.2,1.3,1.5,1.2
01/05/2019,1.3,0.6,1.2,0.9,0.8
02/05/2019,1.6,0.6,1.3,0.9,0.8
03/05/2019,1.1,0.9,0.7,0.8,0.7
04/05/2019,2.2,2.1,1.7,2.5,1.4
05/05/2019,1.9,1.9,2.1,2.5,1.4
06/05/2019,1.4,1.2,1.4,1.8,1.4
07/05/2019,0.8,1,1.2,1.9,1.2
08/05/2019,1.8,2.1,1.4,2,1.8
09/05/2019,1.2,1.4,1.1,1.6,
10/05/2019,1.3,1.3,1.2,1.9,1.2
11/05/2019,1.9,1.8,1.8,2.3,1.8
12/05/2019,1.4,1.1,1.2,1.7,1.2
13/05/2019,0.9,0.9,0.8,0.9,1
14/05/2019,1.2,1,1.3,1.2,1.3
15/05/2019,1.1,0.8,1,1.2,1.1
16/05/2019,1.3,0.9,1.2,1.1,1
17/05/2019,1,0.6,1.2,1.4,0.8
18/05/2019,1.4,1,1.1,1.8,1.4
19/05/2019,1.6,1.2,1.1,1.8,1.4
20/05/2019,1.1,0.6,0.4,1.5,0.8
21/05/2019,1.3,0.9,0.7,1.4,1.1
22/05/2019,1.4,0.9,1.3,1.3,1.4
23/05/2019,1.3,0.8,1.4,1.4,1.6
24/05/2019,0.8,0.9,0.8,1.2,0.9
25/05/2019,1.5,1.1,0.7,1.9,1.3
26/05/2019,1.8,1.8,1.1,2.3,1.8
27/05/2019,2,2.1,1.8,2.7,2
28/05/2019,,2,1.9,2.7,2.2
29/05/2019,,2.3,2,2.1,2.6
30/05/2019,1.8,,1.9,2.5,2.1
31/05/2019,1.1,,1.2,2.1,1
01/06/2019,1.4,1.4,0.9,2.1,1.1
